"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","14","6","1","7.582363","0","53"
"/Engine/VREditor/TransformGizmo/Main.Main","0","5","5","1","2.215234","0","5"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","0","4","2","1","1.578885","0","11"
"/Game/TS_PostProcess/PostProcess/PPM_TS_ToonShader.PPM_TS_ToonShader","0","6","6","1","2.106251","0","10"
"/Interchange/Materials/SheenMaterial.SheenMaterial","0","14","4","1","7.931108","0","71"
"/Game/FirstPerson/Anims/Material1.Material1","0","28","1","1","15.872574","0","178"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","0","14","4","1","8.222528","0","56"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","0","14","2","1","8.024282","0","47"
"/Game/FirstPerson/Anims/Material.Material","0","28","7","1","16.007479","0","225"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","0","24","2","1","69.746635","0","159"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","0","14","6","1","7.991040","0","62"
"/Game/Models/Material_008.Material_008","0","28","7","1","15.243147","0","208"
"/Game/MoreNiagra/OtherFX/Materials/M_Fireflies.M_Fireflies","0","15","5","1","6.370801","0","64"
"/Game/niagra/m_portal.m_portal","0","32","7","1","14.574836","0","258"
"/Game/MoreNiagra/OtherFX/Materials/M_Fireflies1.M_Fireflies1","0","15","5","1","6.333979","0","109"
"/Game/Models/mat/M_plants.M_plants","0","56","8","1","30.653057","0","635"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","0","15","7","1","9.922659","0","45"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","0","37","4","1","20.643129","0","291"
"/Game/MoreNiagra/sA_ShootingVfxPack/Materials/M_Master_RadialBeam.M_Master_RadialBeam","0","15","7","1","7.333700","0","67"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","23","5","1","13.020454","0","109"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","0","14","5","1","8.430213","0","50"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","82","7","1","61.177204","0","1133"
"/Game/MoreNiagra/sA_ShootingVfxPack/Materials/M_Basic_Particle.M_Basic_Particle","0","14","1","1","6.007424","0","88"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","56","6","1","39.066826","0","812"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","44","10","2","20.395473","0","231"
"/Game/Models/Material_007.Material_007","0","28","4","1","15.289411","0","173"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","23","1","1","13.762482","0","164"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","23","1","1","13.197930","0","166"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","23","4","1","13.328424","0","137"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","23","2","1","13.499430","0","178"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","23","6","1","13.678367","0","114"
"/Game/Models/Material_009.Material_009","0","28","4","1","16.155666","0","149"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","15","4","1","6.550870","0","99"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","20","1","1","8.311437","0","130"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","60","2","1","35.654217","0","596"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","23","5","1","13.204297","0","183"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","27","3","1","9.818047","0","207"
"/Game/Plants_World_Items/Trees/Material_001.Material_001","0","28","5","1","15.203392","0","181"
"/Game/Mats/M_Pool_Water.M_Pool_Water","0","42","1","1","68.477837","0","411"
"/Game/Plants_World_Items/Trees/Material_002.Material_002","0","28","4","1","16.229408","0","214"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","37","1","1","21.870235","0","316"
"/Game/Models/Material_011.Material_011","0","28","7","1","16.141136","0","109"
"/Game/FirstPerson/Anims/Material_001.Material_001","0","28","14","1","8.474682","0","114"
"/Game/Creatures/Theflesh.Theflesh","0","14","8","1","7.681889","0","40"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","145","1","1","85.271042","0","2499"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","0","14","2","1","7.899124","0","95"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","6","2","1","1.985703","0","19"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","6","4","1","2.044387","0","17"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","28","6","1","13.444040","0","185"
"/Game/Creatures/Leg.Leg","0","14","4","1","7.504556","0","51"
"/Game/Creatures/Hat.Hat","0","14","7","1","7.976678","0","52"
"/Game/Creatures/Eyeballs.Eyeballs","0","14","7","1","8.022869","0","38"
"/Game/Models/Material_005.Material_005","0","14","2","1","7.828557","0","43"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","659","4","1","326.674622","0","34067"
"/Game/Plants_World_Items/Trees/Material_004.Material_004","0","28","6","1","15.275225","0","217"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","23","6","1","13.115216","0","107"
"/Game/Models/Material_003.Material_003","0","14","4","1","7.561945","0","50"
"/Game/Models/Material_004.Material_004","0","4","2","1","1.839681","0","11"
"/Game/Models/Material_001.Material_001","0","4","4","1","1.834894","0","6"
"/Game/Models/Material_010.Material_010","0","14","14","1","7.507859","0","26"
"/Game/Plants_World_Items/Rocks/Material_011.Material_011","0","14","6","1","7.481511","0","39"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","6","1","1","4.603273","0","17"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","139","9","1","81.691887","0","1870"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","37","5","1","21.256830","0","201"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","10","6","1","3.798026","0","29"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","37","9","1","21.644785","0","313"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","93","1","1","51.371414","0","1008"
"/ControlRig/M_Manip.M_Manip","0","9","9","1","3.308525","0","16"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","6","3","1","3.621377","0","16"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","9","9","1","3.804989","0","14"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkOnly.PPM_TS_InkOnly","0","6","6","1","2.333932","0","11"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","7","7","1","2.906685","0","12"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","28","7","1","16.137022","0","93"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","53","1","1","145.379410","0","309"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","37","9","1","21.944307","0","180"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","4","4","1","1.865383","0","4"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","12","2","1","7.378262","0","87"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","28","1","1","20.032623","0","428"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","5","1","1","3.141790","0","19"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","145","3","1","103.652443","0","10444"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","14","1","1","8.077372","0","118"
"/Engine/VREditor/TransformGizmo/Main.Main","49","5","1","1","2.541501","0","19"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","49","4","1","1","1.945448","0","13"
"/Game/TS_PostProcess/PostProcess/PPM_TS_ToonShader.PPM_TS_ToonShader","49","6","1","1","3.486413","0","26"
"/Game/FirstPerson/Anims/Material1.Material1","49","28","1","1","16.587807","0","433"
"/Game/FirstPerson/Anims/Material.Material","49","28","1","1","16.420662","0","410"
"/Game/Models/Material_008.Material_008","49","37","1","1","27.712473","0","739"
"/Game/FPWeapon/Materials/BaseMaterial.BaseMaterial","49","37","1","1","21.455183","0","739"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","49","23","1","1","13.569186","0","298"
"/Game/Models/Material_007.Material_007","49","37","1","1","27.375721","0","739"
"/Game/Models/Material_009.Material_009","49","37","1","1","27.236155","0","734"
"/Game/Plants_World_Items/Trees/Material_001.Material_001","49","37","1","1","27.559269","0","739"
"/Game/Plants_World_Items/Trees/Material_002.Material_002","49","37","1","1","29.473888","0","739"
"/Game/FirstPerson/Anims/Material_001.Material_001","49","28","1","1","14.006503","0","408"
"/Game/Creatures/Theflesh.Theflesh","49","23","1","1","19.805178","0","298"
"/Game/Creatures/Leg.Leg","49","23","1","1","19.681114","0","298"
"/Game/Creatures/Hat.Hat","49","23","1","1","19.684511","0","298"
"/Game/Creatures/Eyeballs.Eyeballs","49","23","1","1","19.303495","0","298"
"/Game/Models/Material_005.Material_005","49","23","1","1","19.505861","0","284"
"/Game/Plants_World_Items/Trees/Material_004.Material_004","49","37","1","1","28.245779","0","709"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","49","23","1","1","13.619280","0","280"
"/Game/Models/Material_003.Material_003","49","14","1","1","8.030774","0","118"
"/Game/Models/Material_004.Material_004","49","6","1","1","3.926014","0","26"
"/Game/Models/Material_001.Material_001","49","6","1","1","4.355539","0","26"
"/Game/Models/Material_010.Material_010","49","23","1","1","20.292160","0","289"
"/Game/Plants_World_Items/Rocks/Material_011.Material_011","49","14","1","1","7.976330","0","109"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","48","2","2","25.071329","0","782"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","2.688831","0","26"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","52","1","1","47.547112","0","1391"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","52","2","1","45.452698","0","1393"
"/ControlRig/M_Manip.M_Manip","49","9","1","1","4.346577","0","53"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","9","1","1","4.535248","0","48"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkOnly.PPM_TS_InkOnly","49","6","1","1","3.237099","0","26"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","7","4","1","4.025767","0","25"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","28","1","1","16.495331","0","433"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","52","1","1","42.631519","0","1215"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","1.989794","0","13"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","1","1","3.849652","0","26"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","1","1","38.995865","0","1185"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","4.722451","0","55"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","2","1","53.153603","0","2609"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","1","1","80.386848","0","5760"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","15","1","498.673859","0","112613"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","1","1","16.892389","0","408"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","2.744434","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","2.455681","0","26"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","49","14","1","1","8.144128","0","118"
"/Game/Mats/Landscape_M.Landscape_M","49","44","63","3","29.546021","0","461"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","3","1","79.396736","0","7284"
"/Game/Models/Material_011.Material_011","49","37","2","1","34.212406","0","576"
"/Game/Mats/M_Pool_Water.M_Pool_Water","49","42","1","1","85.792931","0","873"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","37","6","1","24.752787","0","585"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","15","1","1","6.952013","0","125"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","27","1","1","11.424560","0","401"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","20","1","1","8.883258","0","210"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","23","1","1","15.704387","0","276"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","60","1","1","35.387466","0","1613"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","38","1","1","37.355495","0","668"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","49","23","1","1","16.162533","0","280"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","23","1","1","17.599073","0","260"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","23","1","1","14.010246","0","231"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","38","1","1","36.389187","0","610"
"/Game/MoreNiagra/sA_ShootingVfxPack/Materials/M_Basic_Particle.M_Basic_Particle","49","14","1","1","8.153306","0","118"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","2","1","42.787323","0","1787"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","4","1","66.760529","0","3456"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","53","11","6","27.959717","0","463"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","49","14","1","1","8.602549","0","111"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","49","15","1","1","11.870784","0","149"
"/Game/MoreNiagra/sA_ShootingVfxPack/Materials/M_Master_RadialBeam.M_Master_RadialBeam","49","15","1","1","7.575403","0","134"
"/Game/MoreNiagra/OtherFX/Materials/M_Fireflies1.M_Fireflies1","49","15","1","1","6.951778","0","134"
"/Game/MoreNiagra/OtherFX/Materials/M_Fireflies.M_Fireflies","49","15","1","1","7.721594","0","134"
"/Game/niagra/m_portal.m_portal","49","36","1","1","18.511749","0","746"
"/Game/Models/mat/M_plants.M_plants","49","170","7","1","147.408112","0","11233"
"/Interchange/gltf/M_Unlit.M_Unlit","49","36","4","2","20.935617","0","401"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","49","24","2","1","46.341034","0","317"
"/Interchange/Materials/SheenMaterial.SheenMaterial","49","14","3","1","9.646737","0","113"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","49","14","1","1","12.851118","0","118"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","49","14","1","1","8.405392","0","110"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","49","14","1","1","11.012034","0","118"
"/Interchange/gltf/M_Transmission.M_Transmission","49","108","8","4","231.035660","0","1483"
"/Interchange/gltf/M_Translucent.M_Translucent","49","200","34","8","539.317993","0","2286"
"/Interchange/gltf/M_Opaque.M_Opaque","49","120","180","8","99.260490","0","1175"
"/Interchange/gltf/M_Sheen.M_Sheen","49","120","11","4","95.930923","0","1897"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Angle.LandmassBrush_Angle","49","4","1","1","5.290409","0","13"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Weightmap.LandmassBrush_Weightmap","49","4","1","1","3.477164","0","13"
"/Landmass/Landscape/BlueprintBrushes/Materials/WaterPlugin/MeshBrush_Weightmap.MeshBrush_Weightmap","49","4","1","1","2.389383","0","13"
"/Landmass/Landscape/BlueprintBrushes/Materials/CacheDistanceField_RG8.CacheDistanceField_RG8","49","5","1","1","5.885206","0","15"
"/Landmass/Landscape/BlueprintBrushes/Materials/Debug/DebugDrawing_CustomBrush.DebugDrawing_CustomBrush","49","5","1","1","3.443615","0","15"
"/Landmass/PreviewContent/Water/Mats/M_Simple_River_01.M_Simple_River_01","49","28","2","1","64.436867","0","323"
"/Landmass/DistanceFields/Materials/BlurEdges.BlurEdges","49","5","2","1","2.915982","0","17"
"/Landmass/DistanceFields/Materials/JumpFloodStep.JumpFloodStep","49","5","1","1","3.043489","0","19"
"/Landmass/DistanceFields/Materials/DetectEdges.DetectEdges","49","5","1","1","3.500584","0","15"
"/Landmass/Landscape/BlueprintBrushes/Materials/CopyRT.CopyRT","49","5","1","1","3.123823","0","19"
"/Landmass/Landscape/Mats/Debug/Intersections.Intersections","49","7","1","1","4.082372","0","31"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","18","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/LandmassBrush_Width.LandmassBrush_Width","49","0","4","1","0.000000","0","0"
"/Landmass/Landscape/BlueprintBrushes/Materials/M_SimpleBrush.M_SimpleBrush","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","5","1","0.000000","0","0"
"/Landmass/Landscape/Mats/Seed/GenNoise_01.GenNoise_01","49","0","4","1","0.000000","0","0"
